iter	MultiClass
126	0.3087722525
127	0.3077744591
128	0.3067943358
129	0.3063730006
130	0.305340874
131	0.3046865535
132	0.3037887267
133	0.3029608852
134	0.3021590479
135	0.301240175
136	0.3002397892
137	0.2991236527
138	0.298357389
139	0.2978214828
140	0.2971552523
141	0.2967382652
142	0.2961532959
143	0.2957600761
144	0.2948909846
145	0.2941852023
146	0.2937590895
147	0.2932228445
148	0.2924492695
149	0.2918875279
150	0.2914439866
151	0.2909866623
152	0.2904386508
153	0.2899329278
154	0.2891897054
155	0.2885787841
156	0.2878441543
157	0.28752078
158	0.2870562923
159	0.2863912027
160	0.2859665599
161	0.2854805916
162	0.2848050582
163	0.284150187
164	0.2838012557
165	0.2832741212
166	0.2827262338
167	0.2822791554
168	0.2817177268
169	0.2814665292
170	0.2807615853
171	0.2803911911
172	0.2800535547
173	0.2796017963
174	0.2790606056
175	0.2784132371
176	0.2780445194
177	0.2772503058
178	0.2765146399
179	0.2758405659
180	0.2754723519
181	0.2751744972
182	0.274784994
183	0.2745069703
184	0.2740008703
185	0.2734571515
186	0.2729944929
187	0.2726300923
188	0.272293705
189	0.2718352308
190	0.2714869276
191	0.2708945522
192	0.270438202
193	0.2699261925
194	0.269559209
195	0.2690470672
196	0.2686515167
197	0.268239757
198	0.2678772275
199	0.2675457971
200	0.2670489144
201	0.2667177353
202	0.266451599
203	0.2661782088
204	0.2658311818
205	0.2654821068
206	0.2652105925
207	0.2647313764
208	0.2645598691
209	0.2642976151
210	0.2639448629
211	0.2636570197
212	0.2634137739
213	0.263092418
214	0.2628241541
215	0.2624026874
216	0.2621388587
217	0.2617705323
218	0.2615374761
219	0.2610418412
220	0.2605647495
221	0.2603282999
222	0.2601572371
223	0.2599322364
224	0.259559216
225	0.2592647781
226	0.2590672269
227	0.2587081856
228	0.2582919558
229	0.2580147948
230	0.257769314
231	0.2574401163
232	0.2571282598
233	0.2567773995
234	0.2565418372
235	0.2563407399
236	0.2560911803
237	0.2558139553
238	0.2554768207
239	0.2551435566
240	0.2548174284
241	0.2545100139
242	0.2543076616
243	0.2539389851
244	0.2536908838
245	0.2532538641
246	0.2529447076
247	0.2525592267
248	0.2521370817
249	0.2518094989
250	0.2515128996
251	0.2512106034
252	0.2509023541
253	0.2506452222
254	0.2503327268
255	0.2500461392
256	0.2498979074
257	0.2496148861
258	0.2493298364
259	0.2492102438
260	0.2489564087
261	0.2487710793
262	0.2485354636
263	0.2482296445
264	0.2480317163
265	0.2476525175
266	0.2472844946
267	0.2470979461
268	0.2469252546
269	0.2467356458
270	0.2463008344
271	0.2459693222
272	0.2457099701
273	0.2454184847
274	0.2450787904
275	0.2446888573
276	0.244404099
277	0.2441562962
278	0.2439210791
279	0.2437775349
280	0.2436149684
281	0.2435008336
282	0.2433490592
283	0.2430128458
284	0.2426473706
285	0.2424541183
286	0.24226517
287	0.2419885712
288	0.241731114
289	0.2414685973
290	0.2412984676
291	0.2410359351
292	0.2407797915
293	0.2405612091
294	0.240421289
295	0.2402338186
296	0.2399893665
297	0.2396665061
298	0.23942688
299	0.2391981749
300	0.2389102903
301	0.2387242695
302	0.2385801973
303	0.2382846915
304	0.2378987257
305	0.2377678841
306	0.2375145223
307	0.2373402845
308	0.2371000693
309	0.2368746846
310	0.2366027927
311	0.236422245
312	0.2361432941
313	0.2360228831
314	0.2358060912
315	0.2357131053
316	0.2355695663
317	0.2353257561
318	0.2351102403
319	0.2349162282
320	0.2347112561
321	0.234534253
322	0.2343844119
323	0.2343064494
324	0.2340830143
325	0.2338845914
326	0.233540564
327	0.2334088079
328	0.2330991193
329	0.2329515545
330	0.2327134754
331	0.2326089551
332	0.2323890871
333	0.2321390963
334	0.2319948439
335	0.2317206055
336	0.2314752847
337	0.2312896876
338	0.2312037469
339	0.2309622436
340	0.2306470814
341	0.2305213852
342	0.23028585
343	0.2300616308
344	0.2299158541
345	0.2297374677
346	0.2295936446
347	0.2292800781
348	0.2291464662
349	0.2289731072
350	0.228725207
351	0.228572777
352	0.228373631
353	0.2280648269
354	0.2277713311
355	0.2273627676
356	0.2270353824
357	0.2267586291
358	0.2265701898
359	0.2263832066
360	0.2261783869
361	0.2260401708
362	0.2258484685
363	0.2256361661
364	0.2254836462
365	0.2251592864
366	0.2249645933
367	0.2248419304
368	0.2245993562
369	0.2244143731
370	0.2242999502
371	0.224121886
372	0.2237897934
373	0.2236636255
374	0.2236064647
375	0.2234524873
376	0.2233312775
377	0.223202758
378	0.2230521822
379	0.2227962626
380	0.222560269
381	0.2223765111
382	0.2221202552
383	0.2218910438
384	0.2217489011
385	0.2216170934
386	0.2214708196
387	0.2212341086
388	0.2209968831
389	0.2207439778
390	0.2205879382
391	0.2203360821
392	0.2200709834
393	0.2198812905
394	0.2196857029
395	0.2194919567
396	0.219247186
397	0.2191044627
398	0.2188639497
399	0.2187199661
400	0.2184831742
401	0.2183123387
402	0.2180743939
403	0.2179160718
404	0.2177360648
405	0.2176039124
406	0.2174857617
407	0.2173616715
408	0.2171438226
409	0.2170631907
410	0.2169379164
411	0.2167383395
412	0.2164939619
413	0.2162686047
414	0.2160394618
415	0.2158301282
416	0.2155401586
417	0.2153907342
418	0.2151685422
419	0.2150255947
420	0.2148412452
421	0.2146152425
422	0.2145225425
423	0.2143971703
424	0.2142046351
425	0.2139941023
426	0.2138292781
427	0.2136724154
428	0.2135178854
429	0.2134202986
430	0.2131676041
431	0.212921271
432	0.2127364339
433	0.2126287915
434	0.2124106956
435	0.2122326459
436	0.2120598744
437	0.2118825501
438	0.211612283
439	0.2114631238
440	0.2113623972
441	0.2112642868
442	0.2111009632
443	0.2109273508
444	0.2107966565
445	0.210601338
446	0.2105241896
447	0.2103286442
448	0.2101751247
449	0.2100104584
450	0.2099000895
451	0.2098274746
452	0.2096145345
453	0.2095200336
454	0.209356816
455	0.2091889882
456	0.2089883037
457	0.2087088372
458	0.2086139834
459	0.2084350403
460	0.2082007165
461	0.2081016633
462	0.2080394011
463	0.2078299587
464	0.2077518822
465	0.2076517531
466	0.2074928816
467	0.2074413059
468	0.2073246684
469	0.2072401991
470	0.2071485195
471	0.2070748608
472	0.2068631811
473	0.2067857178
474	0.206703254
475	0.2065704866
476	0.2064070903
477	0.2062124528
478	0.2060596498
479	0.2058927675
480	0.2055966737
481	0.2055244532
482	0.2053685571
483	0.2052068026
484	0.2050905589
485	0.2050403615
486	0.2049057675
487	0.2047787187
488	0.2046359796
489	0.2045618183
490	0.2043555353
491	0.204209094
492	0.2040054348
493	0.2038201186
494	0.2035738047
495	0.2034504541
496	0.2032031026
497	0.203049317
498	0.2028901995
499	0.2027354218
500	0.2026183338
501	0.2025328027
502	0.2023995387
503	0.2021436851
504	0.2020446306
505	0.2019115665
506	0.2017110443
507	0.2015966468
508	0.2015282605
509	0.2014744942
510	0.2012155274
511	0.2011128884
512	0.201029153
513	0.2008362966
514	0.2007043174
515	0.2006314351
516	0.2005586863
517	0.2003075673
518	0.200221744
519	0.2000973506
520	0.1999822667
521	0.1998346918
522	0.1996285214
523	0.1994462222
524	0.1993831578
525	0.199040053
526	0.1989098723
527	0.1988241221
528	0.1986756769
529	0.1985231012
530	0.1983918111
531	0.1982723986
532	0.1982056255
533	0.198040772
534	0.1978636456
535	0.1977164111
536	0.1976181954
537	0.1975123705
538	0.1973643566
539	0.1972695834
540	0.1971497626
541	0.1969812213
542	0.1968674971
543	0.1967736393
544	0.1965956495
545	0.1964580544
546	0.1962865548
547	0.1960417739
548	0.1959159571
549	0.1958029563
550	0.1957212521
551	0.195591801
552	0.1954702046
553	0.1954177581
554	0.1953484552
555	0.1952426779
556	0.1951096759
557	0.1948351761
558	0.1946328438
559	0.1944852653
560	0.1943494961
561	0.1942043543
562	0.1940726633
563	0.1939330232
564	0.1938585966
565	0.1936413343
566	0.1935475779
567	0.1934375503
568	0.1932755786
569	0.1931839887
570	0.1930385161
571	0.1929152827
572	0.1927788852
573	0.1925999853
574	0.1925097628
575	0.1923922654
576	0.1922389652
577	0.1920411558
578	0.1919033889
579	0.1918033519
580	0.1916422013
581	0.1914888335
582	0.1914466773
583	0.1913748131
584	0.1912228174
585	0.1911281936
586	0.1909792143
587	0.1909059976
588	0.1907834886
589	0.1906547909
590	0.1904900329
591	0.1904097336
592	0.1903442381
593	0.1901074722
594	0.1899853191
595	0.1898403843
596	0.1897353343
597	0.1896192343
598	0.189539641
599	0.189406664
600	0.1892856359
601	0.1892407469
602	0.1891261551
603	0.1889850449
604	0.1888757732
605	0.1888099597
606	0.1887338549
607	0.1885795377
608	0.1883840732
609	0.1883105903
610	0.1882512721
611	0.1880565618
612	0.1878723785
613	0.1878268856
614	0.1876547471
615	0.1875784233
616	0.1875230158
617	0.1874191134
618	0.1872101307
619	0.1871241896
620	0.1869534112
621	0.186889534
622	0.1868164309
623	0.1867579085
624	0.1866779634
625	0.1865110936
626	0.1864434684
627	0.1863565629
628	0.1861844684
629	0.1861448869
630	0.1860564097
631	0.1860084666
632	0.1858857403
633	0.1857842957
634	0.1855954668
635	0.1854661313
636	0.1853343016
637	0.1852648684
638	0.1851688137
639	0.1850698111
640	0.1849317546
641	0.1848030305
642	0.1846835275
643	0.1846178825
644	0.1845551776
645	0.1845096972
646	0.1844191059
647	0.1842786406
648	0.1841801042
649	0.1840926429
650	0.184001658
651	0.1838304112
652	0.183735125
653	0.1836365486
654	0.1835291203
655	0.1834599162
656	0.183360089
657	0.1831008751
658	0.1830448427
659	0.182979144
660	0.1828929565
661	0.1827788887
662	0.1826103071
663	0.1825455401
664	0.1824125875
665	0.1823326096
666	0.1821764555
667	0.1820810538
668	0.1819823179
669	0.1818397015
670	0.1817897915
671	0.1817081924
672	0.1815981599
673	0.1814837039
674	0.1813516432
675	0.1812149121
676	0.1811291536
677	0.1810767598
678	0.180950777
679	0.1807901313
680	0.1806564397
681	0.1806234244
682	0.1805732649
683	0.1804994458
684	0.1803550795
685	0.1803018334
686	0.1802095613
687	0.1801327833
688	0.1800505105
689	0.1799764516
690	0.1798981741
691	0.1797675595
692	0.1796596074
693	0.1794684224
694	0.1793806535
695	0.179310962
696	0.1791523574
697	0.1790907606
698	0.1789836186
699	0.1789311365
700	0.1789044985
701	0.178740097
702	0.1786556867
703	0.1785566019
704	0.1783718883
705	0.1783108921
706	0.1782366707
707	0.1781273474
708	0.1780741118
709	0.1779951594
710	0.177921872
711	0.1777928977
712	0.1776304904
713	0.1774931478
714	0.1774356702
715	0.177370607
716	0.1772993001
717	0.1772008328
718	0.1770811788
719	0.1770436978
720	0.1768721617
721	0.1767820457
722	0.1767226142
723	0.1766417861
724	0.1765494864
725	0.1764407125
726	0.1762840456
727	0.1762239179
728	0.1761389655
729	0.176015568
730	0.1759533737
731	0.1757983022
732	0.175699223
733	0.1755964767
734	0.1754675011
735	0.1752943509
736	0.1751372394
737	0.1750340355
738	0.1749103222
739	0.1748352105
740	0.174744425
741	0.1746385657
742	0.1745187837
743	0.1744291049
744	0.1743370535
745	0.1742462021
746	0.1741841102
747	0.1740817744
748	0.1739844405
749	0.1738560109
750	0.1737885051
751	0.1736632286
752	0.1735680419
753	0.1734356477
754	0.1733675382
755	0.1733050874
756	0.1732225767
757	0.1731384464
758	0.1730675625
759	0.1729646945
760	0.1728940554
761	0.1727909242
762	0.1726855152
763	0.1725298968
764	0.1724080949
765	0.172324343
766	0.1722613361
767	0.1721521136
768	0.1720989628
769	0.172014758
770	0.1719742405
771	0.17184726
772	0.1716773697
773	0.1715064439
774	0.1713890813
775	0.1713289541
776	0.1712686694
777	0.1712032671
778	0.1710233406
779	0.1709807119
780	0.170936144
781	0.1708390348
782	0.1707414367
783	0.1706550158
784	0.1705714258
785	0.1704615882
786	0.170389839
787	0.1703206542
788	0.1702437046
789	0.1701588434
790	0.170095429
791	0.1699531739
792	0.1699086214
793	0.1698494824
794	0.1697543198
795	0.1696338947
796	0.1695762811
797	0.1694716019
798	0.169425237
799	0.1693258833
800	0.1692586608
801	0.1691965169
802	0.1690741734
803	0.1689896517
804	0.1689240024
805	0.1688127989
806	0.1687363154
807	0.168681441
808	0.1686422629
809	0.1684921437
810	0.1684349385
811	0.1683681885
812	0.1682231109
813	0.1681544868
814	0.1680314068
815	0.1679386301
816	0.1678456425
817	0.1677674366
818	0.1676908795
819	0.1675845892
820	0.1674911424
821	0.1673926648
822	0.1672761542
823	0.1672256917
824	0.1671511782
825	0.167130928
826	0.167053262
827	0.1669650073
828	0.1668699887
829	0.1667544639
830	0.1666970613
831	0.1665947479
832	0.1664765161
833	0.1663705961
834	0.1662792979
835	0.1661642074
836	0.1661032998
837	0.1660429392
838	0.1659628908
839	0.1659163561
840	0.1658117518
841	0.1657122312
842	0.1656728114
843	0.1655832828
844	0.1655107095
845	0.1654416249
846	0.1652940575
847	0.1652057983
848	0.1651446301
849	0.1650522835
850	0.164914575
851	0.1648139118
852	0.1647694958
853	0.1646450454
854	0.1645771043
855	0.1645187276
856	0.1644566603
857	0.1643729759
858	0.1643141978
859	0.1642115978
860	0.1641320077
861	0.1639624692
862	0.1639171727
863	0.1638529182
864	0.1637313194
865	0.1636269731
866	0.163472637
867	0.1633827229
868	0.163337869
869	0.1632709188
870	0.163227052
871	0.1631387451
872	0.1630202855
873	0.1628822881
874	0.1628106471
875	0.162682575
876	0.1625767074
877	0.1624500029
878	0.1623440072
879	0.1622811142
880	0.1622173957
881	0.1621580475
882	0.1620474725
883	0.1619601195
884	0.161903927
885	0.1618334535
886	0.161724114
887	0.1616302324
888	0.161556681
889	0.1615115933
890	0.1614477617
891	0.1613358169
892	0.161285106
893	0.1612105411
894	0.1611560413
895	0.161009312
896	0.1609125993
897	0.1608643125
898	0.1608272479
899	0.1607462751
900	0.1606825216
901	0.1605906285
902	0.1605513183
903	0.1605177117
904	0.1604580769
905	0.1603751807
906	0.1603047994
907	0.1602490473
908	0.1601634924
909	0.160086858
910	0.1600210405
911	0.1599278227
912	0.1598728523
913	0.1598254589
914	0.159757042
915	0.159681126
916	0.1595585767
917	0.1594692319
918	0.159424026
919	0.1593661177
920	0.1593113287
921	0.1592112598
922	0.1591464439
923	0.1590249076
924	0.1589786015
925	0.158866626
926	0.1587257658
927	0.158650176
928	0.1585460576
929	0.1584362617
930	0.1583663527
931	0.1582919838
932	0.1581751949
933	0.1581301979
934	0.1579687955
935	0.1579207986
936	0.1578126422
937	0.1577253416
938	0.1576377736
939	0.1575519104
940	0.1575024791
941	0.1574396901
942	0.1573634377
943	0.157296999
944	0.1571774128
945	0.1570128611
946	0.1569784767
947	0.1568218981
948	0.1567285134
949	0.1566200099
950	0.1565249177
951	0.1564146313
952	0.1563402226
953	0.1562739906
954	0.1561349235
955	0.1561134908
956	0.1560716426
957	0.1560079753
958	0.1559396507
959	0.1558516867
960	0.1557930183
961	0.1556988335
962	0.1556172256
963	0.1555271657
964	0.1554754355
965	0.155395649
966	0.1553219255
967	0.1552974975
968	0.1551418672
969	0.155057885
970	0.1549429123
971	0.1548515581
972	0.1547943246
973	0.1547059192
974	0.1545259624
975	0.1544850001
976	0.1544340074
977	0.1543777
978	0.1541974689
979	0.1541352677
980	0.1540669518
981	0.1540144926
982	0.1539069223
983	0.1538531133
984	0.1537494584
985	0.1536867422
986	0.1536166298
987	0.1535767575
988	0.1534418644
989	0.1533413488
990	0.1532321843
991	0.1531830606
992	0.1531449251
993	0.153087033
994	0.1529522802
995	0.1528588755
996	0.1528314388
997	0.1527597753
998	0.1527068295
999	0.1526082011
